"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"困擾","kùnrǎo","","7","to perplex","to disturb, to cause complications","","","ㄎㄨㄣˋ　ㄖㄠˇ"
"擴建","kuòjiàn","","7","to extend (a building, an airport runway etc)","","","","ㄎㄨㄛˋ　ㄐㄧㄢˋ"
"擴散","kuòsàn","","7","to spread","to proliferate, to diffuse, spread, proliferation, diffusion","","","ㄎㄨㄛˋ　ㄙㄢˋ"
"擴張","kuòzhāng","","7","expansion","dilation, to expand (e.g. one's power or influence), to broaden","","","ㄎㄨㄛˋ　ㄓㄤ"
"拉票","lāpiào","","7","to campaign for votes","to ask voters for support","","","ㄌㄚ　ㄆㄧㄠˋ"
"臘","là","","7","12th lunar month","preserved (meat, fish etc)","臘月","làyuè","ㄌㄚˋ　ㄩㄝˋ"
"臘月","làyuè","","7","twelfth lunar month","","","","ㄌㄚˋ　ㄩㄝˋ"
"來賓","láibīn","","7","guest","visitor, Laibin prefecture-level city in Guangxi","","","ㄌㄞˊ　ㄅㄧㄣ"
"來得","láide","","7","to emerge (from a comparison)","to come out as, to be competent or equal to","","","ㄌㄞˊ　˙ㄉㄜ"
"來客","láikè","","7","guest","","","","ㄌㄞˊ　ㄎㄜˋ"
"欄","lán","","7","fence","railing, hurdle, column or box (of text or other data)","","","ㄌㄢˊ"
"攔","lán","","7","to block sb's path","to obstruct, to flag down (a taxi)","","","ㄌㄢˊ"
"惰","duò","","7","lazy","","懶惰","lǎnduò","ㄌㄢˇ　ㄉㄨㄛˋ"
"懶惰","lǎnduò","","7","idle","lazy","","","ㄌㄢˇ　ㄉㄨㄛˋ"
"懶散","lǎnsǎn","","7","inactive","careless, lazy, indolent, negligent","","","ㄌㄢˇ　ㄙㄢˇ"
"朗讀","lǎngdú","","7","to read aloud","","","","ㄌㄤˇ　ㄉㄨˊ"
"朗誦","lǎngsòng","","7","to read aloud with expression","to recite, to declaim","","","ㄌㄤˇ　ㄙㄨㄥˋ"
"勞改","láogǎi","","7","reform through labor","laogai (prison camp), abbr. for 勞動改造|劳动改造[lao2 dong4 gai3 zao4]","","","ㄌㄠˊ　ㄍㄞˇ"
"勞累","láolèi","","7","tired","exhausted, worn out, to toil","","","ㄌㄠˊ　ㄌㄟˋ"
"老年","lǎonián","","7","elderly","old age, autumn of one's years","","","ㄌㄠˇ　ㄋㄧㄢˊ"
"老人家","lǎorenjia","","7","polite term for old woman or man","","","","ㄌㄠˇ　˙ㄖㄣ　˙ㄐㄧㄚ"
"鼠","shǔ","","7","rat","mouse, CL:隻|只[zhi1]","老鼠","lǎoshǔ","ㄌㄠˇ　ㄕㄨˇ"
"老鼠","lǎoshǔ","","7","rat","mouse, CL:隻|只[zhi1]","","","ㄌㄠˇ　ㄕㄨˇ"
"老天爺","lǎotiānyé","","7","God","Heavens","","","ㄌㄠˇ　ㄊㄧㄢ　ㄧㄝˊ"
"老頭兒","lǎotóur","","7","see 老頭子|老头子[lao3 tou2 zi5]","","","","""ㄌㄠˇ　ㄊㄡˊ  ㄦ/ㄌㄠˇ　ㄊㄡˊ　˙ㄗ"""
"老鄉","lǎoxiāng","","7","fellow townsman","fellow villager, sb from the same hometown","","","ㄌㄠˇ　ㄒㄧㄤ"
"老子","lǎozi","","7","Laozi or Lao-tze (c. 500 BC), Chinese philosopher, the founder of Taoism","the sacred book of Daoism, 道德經|道德经 by Laozi, father, daddy, ""I, your father"" (in anger, or out of contempt), I (used arrogantly or jocularly)","","","ㄌㄠˇ　˙ㄗ"
"雷","léi","","7","thunder","mine (weapon), (Internet slang) terrifying, terrific, surname Lei","","","ㄌㄟˊ"
"雷達","léidá","","7","radar (loanword)","","","","ㄌㄟˊ　ㄉㄚˊ"
"雷同","léitóng","","7","mirroring others","identical","","","ㄌㄟˊ　ㄊㄨㄥˊ"
"累積","lěijī","","7","to accumulate","","","","ㄌㄟˇ　ㄐㄧ"
"類型","lèixíng","","7","type","category, genre, form, style","","","ㄌㄟˋ　ㄒㄧㄥˊ"
"冷凍","lěngdòng","","7","to freeze","to deep-freeze","","","ㄌㄥˇ　ㄉㄨㄥˋ"
"冷汗","lěnghàn","","7","cold sweat","","","","ㄌㄥˇ　ㄏㄢˋ"
"冷門","lěngmén","","7","a neglected branch (of arts, science, sports etc)","fig. a complete unknown who wins a competition","","","ㄌㄥˇ　ㄇㄣˊ"
"冷清","lěngqīng","","7","cold and cheerless","fig. lonely, unfrequented","","","ㄌㄥˇ　ㄑㄧㄥ"
"勒","lè","lēi","7","to rein in","to compel, to force, to carve, to engrave, (literary) to command, to lead, bridle, to strap tightly, to bind, (physics) abbr. for 勒克斯[le4 ke4 si1], lux","勒索","lèsuǒ","ㄌㄜˋ　ㄙㄨㄛˇ"
"勒索","lèsuǒ","","7","to blackmail","to extort","","","ㄌㄜˋ　ㄙㄨㄛˇ"
"哩","lī","","7","mile (unit of length equal to 1,609.344 m)","old form of modern 英里[Ying1 li3], (modal final particle similar to 呢[ne5] or 啦[la5])","","","ㄌㄧ"
"黎","lí","","7","Li ethnic group of Hainan Province","(literary) black, dark, many, multitude, surname Li, abbr. for Lebanon 黎巴嫩[Li2 ba1 nen4]","黎明","límíng","ㄌㄧˊ　ㄇㄧㄥˊ"
"黎明","límíng","","7","dawn","daybreak","","","ㄌㄧˊ　ㄇㄧㄥˊ"
"罹","lí","","7","happen to","sorrow, suffer from","罹難","línàn","ㄌㄧˊ　ㄋㄢˋ"
"罹難","línàn","","7","to die in an accident or disaster","to be killed","","","ㄌㄧˊ　ㄋㄢˋ"
"里程","lǐchéng","","7","mileage (distance traveled)","course (of development)","","","ㄌㄧˇ　ㄔㄥˊ"
"理財","lǐcái","","7","financial management","finance","","","ㄌㄧˇ　ㄘㄞˊ"
"理所當然","lǐsuǒdāngrán","","7","as it should be by rights (idiom); proper and to be expected as a matter of course","inevitable and right","","","ㄌㄧˇ　ㄙㄨㄛˇ　ㄉㄤ　ㄖㄢˊ"
"理性","lǐxìng","","7","reason","rationality, rational","","","ㄌㄧˇ　ㄒㄧㄥˋ"
"理學","lǐxué","","7","School of Principle","Neo-Confucian Rationalistic School (from Song to mid-Qing times, c. 1000-1750, typified by the teachings of Cheng Hao 程顥|程颢[Cheng2 Hao4], Cheng Yi 程頤|程颐[Cheng2 Yi2] and Zhu Xi 朱熹[Zhu1 xi1]), science","","","ㄌㄧˇ　ㄒㄩㄝˊ"
"理智","lǐzhì","","7","reason","intellect, rationality, rational","","","ㄌㄧˇ　ㄓˋ"
"禮服","lǐfú","","7","ceremonial robe","formal attire (dinner suit, evening gown etc)","","","ㄌㄧˇ　ㄈㄨˊ"
"禮節","lǐjié","","7","etiquette","","","","ㄌㄧˇ　ㄐㄧㄝˊ"
"力求","lìqiú","","7","to make every effort to","striving to do one's best","","","ㄌㄧˋ　ㄑㄧㄡˊ"
"力行","lìxíng","","7","to practice diligently","to act energetically","","","ㄌㄧˋ　ㄒㄧㄥˊ"
"力學","lìxué","","7","mechanics","to study hard","","","ㄌㄧˋ　ㄒㄩㄝˊ"
"立國","lìguó","","7","to found a country","","","","ㄌㄧˋ　ㄍㄨㄛˊ"
"立體","lìtǐ","","7","three-dimensional","solid, stereoscopic","","","ㄌㄧˋ　ㄊㄧˇ"
"利率","lìlǜ","","7","interest rates","","","","ㄌㄧˋ　ㄌㄩˋ"
"弊","bì","","7","detriment","fraud, harm, defeat","利弊","lìbì","ㄌㄧˋ　ㄅㄧˋ"
"利弊","lìbì","","7","pros and cons","merits and drawbacks, advantages and disadvantages","","","ㄌㄧˋ　ㄅㄧˋ"
"歷屆","lìjiè","","7","all previous (meetings, sessions etc)","","","","ㄌㄧˋ　ㄐㄧㄝˋ"
"歷來","lìlái","","7","always","throughout (a period of time), (of) all-time","","","ㄌㄧˋ　ㄌㄞˊ"
"歷年","lìnián","","7","over the years","bygone years","","","ㄌㄧˋ　ㄋㄧㄢˊ"
"盟","méng","","7","oath","pledge, union, to ally, league, a subdivision corresponding to prefecture in Inner Mongolia","聯盟","liánméng","ㄌㄧㄢˊ　ㄇㄥˊ"
"聯盟","liánméng","","7","alliance","union, coalition","","","ㄌㄧㄢˊ　ㄇㄥˊ"
"繫","jì","xì","7","to tie","to fasten, to button up, to connect, to arrest, to worry","聯繫","liánxì","ㄌㄧㄢˊ　ㄒㄧˋ"
"聯繫","liánxì","","7","connection","contact, relation, to get in touch with, to integrate, to link, to touch","","","ㄌㄧㄢˊ　ㄒㄧˋ"
"聯想","liánxiǎng","","7","to associate (cognitively)","to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs, abbr. for 聯想集團|联想集团[Lian2 xiang3 Ji2 tuan2]","","","ㄌㄧㄢˊ　ㄒㄧㄤˇ"
"連帶","liándài","","7","to be related","to entail, to involve, joint (liability etc)","","","ㄌㄧㄢˊ　ㄉㄞˋ"
"連結","liánjié","","7","variant of 聯結|联结[lian2 jie2]","","","","ㄌㄧㄢˊ　ㄐㄧㄝˊ"
"連任","liánrèn","","7","to continue in (a political) office","to serve for another term of office","","","ㄌㄧㄢˊ　ㄖㄣˋ"
"連線","liánxiàn","","7","electrical lead","connecting line, (Tw) to connect (to a network, device etc), to go online, connection, (congressional) caucus","","","ㄌㄧㄢˊ　ㄒㄧㄢˋ"
"廉","lián","","7","incorruptible","honest, inexpensive, to investigate (old), side wall of a traditional Chinese house (old), old variant of 廉[lian2], surname Lian","廉價","liánjià","ㄌㄧㄢˊ　ㄐㄧㄚˋ"
"廉價","liánjià","","7","cheaply-priced","low-cost","","","ㄌㄧㄢˊ　ㄐㄧㄚˋ"
"廉潔","liánjié","","7","honest","not coercive, honesty, integrity, incorruptible","","","ㄌㄧㄢˊ　ㄐㄧㄝˊ"
"龐","páng","","7","huge","enormous, tremendous, surname Pang","臉龐","liǎnpáng","ㄌㄧㄢˇ　ㄆㄤˊ"
"臉龐","liǎnpáng","","7","face","","","","ㄌㄧㄢˇ　ㄆㄤˊ"
"譜","pǔ","","7","chart","list, table, register, score (music), spectrum (physics), to set to music","臉譜","liǎnpǔ","ㄌㄧㄢˇ　ㄆㄨˇ"
"臉譜","liǎnpǔ","","7","Facebook","types of facial makeup in operas","","","ㄌㄧㄢˇ　ㄆㄨˇ"
"良機","liángjī","","7","a good chance","a golden opportunity","","","ㄌㄧㄤˊ　ㄐㄧ"
"兩極","liǎngjí","","7","the two poles","the north and south poles, both ends of sth, electric or magnetic poles","","","ㄌㄧㄤˇ　ㄐㄧˊ"
"兩口子","liǎngkǒuzi","","7","husband and wife","","","","ㄌㄧㄤˇ　ㄎㄡˇ　˙ㄗ"
"遼","liáo","","7","short name for Liaoning 遼寧|辽宁[Liao2 ning2] province","Liao or Khitan dynasty (907-1125)","遼闊","liáokuò","ㄌㄧㄠˊ　ㄎㄨㄛˋ"
"遼闊","liáokuò","","7","vast","extensive","","","ㄌㄧㄠˊ　ㄎㄨㄛˋ"
"列車","lièchē","","7","(railway) train","","","","ㄌㄧㄝˋ　ㄔㄜ"
"列國","lièguó","","7","various countries","","","","ㄌㄧㄝˋ　ㄍㄨㄛˊ"
"列入","lièrù","","7","to include on a list","","","","ㄌㄧㄝˋ　ㄖㄨˋ"
"獵人","lièrén","","7","hunter","","","","ㄌㄧㄝˋ　ㄖㄣˊ"
"烈士","lièshì","","7","martyr","","","","ㄌㄧㄝˋ　ㄕˋ"
"臨床","línchuáng","","7","clinical","","","","ㄌㄧㄣˊ　ㄔㄨㄤˊ"
"鄰里","línlǐ","","7","neighbor","neighborhood","","","ㄌㄧㄣˊ　ㄌㄧˇ"
"鈴","líng","","7","(small) bell","CL:隻|只[zhi1]","","","ㄌㄧㄥˊ"
"靈感","línggǎn","","7","inspiration","insight, a burst of creativity in scientific or artistic endeavor","","","ㄌㄧㄥˊ　ㄍㄢˇ"
"靈驗","língyàn","","7","efficacious","effective, (of a prediction) accurate, correct","","","ㄌㄧㄥˊ　ㄧㄢˋ"
"領隊","lǐngduì","","7","to lead a group","leader of a group, captain (of sports squad)","","","ㄌㄧㄥˇ　ㄉㄨㄟˋ"
"領會","lǐnghuì","","7","to understand","to comprehend, to grasp","","","ㄌㄧㄥˇ　ㄏㄨㄟˋ"
"領悟","lǐngwù","","7","to understand","to comprehend","","","ㄌㄧㄥˇ　ㄨˋ"
"溜冰","liūbīng","","7","ice skating","(slang) to do meth","","","ㄌㄧㄡ　ㄅㄧㄥ"
"流程","liúchéng","","7","course","stream, sequence of processes, work flow in manufacturing","","","ㄌㄧㄡˊ　ㄔㄥˊ"
"流傳","liúchuán","","7","to spread","to circulate, to hand down","","","ㄌㄧㄡˊ　ㄔㄨㄢˊ"
"流落","liúluò","","7","to wander about destitute","to be stranded","","","ㄌㄧㄡˊ　ㄌㄨㄛˋ"
"氓","máng","méng","7","common people","see 流氓[liu2 mang2]","流氓","liúmáng","ㄌㄧㄡˊ　ㄇㄤˊ"
"流氓","liúmáng","","7","rogue","hoodlum, gangster, immoral behavior","","","ㄌㄧㄡˊ　ㄇㄤˊ"
"流失","liúshī","","7","drainage","to run off, to wash away","","","ㄌㄧㄡˊ　ㄕ"
"流水","liúshuǐ","","7","running water","(business) turnover","","","ㄌㄧㄡˊ　ㄕㄨㄟˇ"
"流通","liútōng","","7","to circulate","to distribute, circulation, distribution","","","ㄌㄧㄡˊ　ㄊㄨㄥ"
"流星","liúxīng","","7","meteor","shooting star","","","ㄌㄧㄡˊ　ㄒㄧㄥ"
"流域","liúyù","","7","river basin","valley, drainage area","","","ㄌㄧㄡˊ　ㄩˋ"
"柳","liǔ","","7","old variant of 柳[liu3]","","柳樹","liǔshù","ㄌㄧㄡˇ　ㄕㄨˋ"
"柳樹","liǔshù","","7","willow","","","","ㄌㄧㄡˇ　ㄕㄨˋ"
"籠子","lóngzi","","7","cage","basket, container","","","ㄌㄨㄥˊ　˙ㄗ"
"罩","zhào","","7","cover","fish trap (basket), shade","籠罩","lóngzhào","ㄌㄨㄥˊ　ㄓㄠˋ"
"籠罩","lóngzhào","","7","to envelop","to shroud","","","ㄌㄨㄥˊ　ㄓㄠˋ"
"壟","lǒng","","7","ridge between fields","row of crops, grave mound","壟斷","lǒngduàn","ㄌㄨㄥˇ　ㄉㄨㄢˋ"
"壟斷","lǒngduàn","","7","to enjoy market dominance","to monopolize","","","ㄌㄨㄥˇ　ㄉㄨㄢˋ"
"樓房","lóufáng","","7","a building of two or more stories","CL:棟|栋[dong4],幢[zhuang4],座[zuo4]","","","ㄌㄡˊ　ㄈㄤˊ"
"漏","lòu","","7","to leak","to divulge, to leave out by mistake, waterclock or hourglass (old)","","","ㄌㄡˋ"
"爐","lú","","7","stove","furnace","爐子","lúzi","ㄌㄨˊ　˙ㄗ"
"爐子","lúzi","","7","stove","oven, furnace","","","ㄌㄨˊ　˙ㄗ"
"陸地","lùdì","","7","dry land (as opposed to the sea)","","","","ㄌㄨˋ　ㄉㄧˋ"
"路過","lùguò","","7","to pass by or through","","","","ㄌㄨˋ　ㄍㄨㄛˋ"
"露天","lùtiān","","7","outdoors","al fresco, in the open","","","ㄌㄨˋ　ㄊㄧㄢ"
"錄影","lùyǐng","","7","to videotape","to videorecord","","","ㄌㄨˋ　ㄧㄥˇ"
"錄影機","lùyǐngjī","","7","camcorder","video recorder, videocassette recorder (Tw), CL:臺|台[tai2]","","","ㄌㄨˋ　ㄧㄥˇ　ㄐㄧ"
"廓","kuò","","7","big","empty, open","輪廓","lúnkuò","ㄌㄨㄣˊ　ㄎㄨㄛˋ"
"輪廓","lúnkuò","","7","an outline","silhouette","","","ㄌㄨㄣˊ　ㄎㄨㄛˋ"
"倫","lún","","7","human relationship","order, coherence","倫理","lúnlǐ","ㄌㄨㄣˊ　ㄌㄧˇ"
"倫理","lúnlǐ","","7","ethics","","","","ㄌㄨㄣˊ　ㄌㄧˇ"
"淪","lún","","7","to sink (into ruin, oblivion)","to be reduced to","淪陷","lúnxiàn","ㄌㄨㄣˊ　ㄒㄧㄢˋ"
"陷","xiàn","","7","pitfall","trap, to get stuck, to sink, to cave in, to frame (false charge), to fall (to the enemy), defect, to capture (a city in battle)","淪陷","lúnxiàn","ㄌㄨㄣˊ　ㄒㄧㄢˋ"
"淪陷","lúnxiàn","","7","to fall into enemy hands","to be occupied, to degenerate, to submerge","","","ㄌㄨㄣˊ　ㄒㄧㄢˋ"
"論點","lùndiǎn","","7","argument","line of reasoning, thesis, point (of discussion)","","","ㄌㄨㄣˋ　ㄉㄧㄢˇ"
"卵","luǎn","","7","egg","ovum, spawn, (coll.) testicles, (old) penis, (expletive) fucking","","","ㄌㄨㄢˇ"
"囉","luō","luo","7","(final exclamatory particle)","see 囉嗦|啰嗦[luo1 suo5]","囉嗦","luōsuo","ㄌㄨㄛ　˙ㄙㄨㄛ"
"嗦","suō","","7","suck","","囉嗦","luōsuo","ㄌㄨㄛ　˙ㄙㄨㄛ"
"囉嗦","luōsuo","","7","long-winded","wordy, troublesome, pesky, also pr. [luo1 suo1]","","","ㄌㄨㄛ　˙ㄙㄨㄛ"
"鑼","luó","","7","gong","CL:面[mian4]","","","ㄌㄨㄛˊ"
"邏","luó","","7","patrol","","邏輯","luójí","ㄌㄨㄛˊ　ㄐㄧˊ"
"邏輯","luójí","","7","logic (loanword)","","","","ㄌㄨㄛˊ　ㄐㄧˊ"
"落得","luòdé","","7","ending up as","leading to, resulting in, in total","","","ㄌㄨㄛˋ　ㄉㄜˊ"
"魄","pò","","7","soul","mortal soul, i.e. attached to the body","落魄","luòtuò","ㄌㄨㄛˋ　ㄊㄨㄛˋ"
"落魄","luòtuò","","7","down and out","in dire straits, unrestrained, unconventional, also pr. [luo4 tuo4]","","","ㄌㄨㄛˋ　ㄊㄨㄛˋ"
"落選","luòxuǎn","","7","to fail to be chosen (or elected)","to lose an election","","","ㄌㄨㄛˋ　ㄒㄩㄢˇ"
"駱","luò","","7","camel","surname Luo, white horse with a black mane (archaic)","駱駝","luòtuo","ㄌㄨㄛˋ　˙ㄊㄨㄛ"
"駝","tuó","","7","hump or hunchbacked","camel","駱駝","luòtuo","ㄌㄨㄛˋ　˙ㄊㄨㄛ"
"駱駝","luòtuo","","7","camel","(coll.) blockhead, ninny, CL:峰[feng1]","","","ㄌㄨㄛˋ　˙ㄊㄨㄛ"
"驢","lǘ","","7","donkey","CL:頭|头[tou2]","","","ㄌㄩˊ"
"鋁","lǚ","","7","aluminum (chemistry)","","","","ㄌㄩˇ"
"旅費","lǚfèi","","7","travel expenses","","","","ㄌㄩˇ　ㄈㄟˋ"
"旅途","lǚtú","","7","journey","trip","","","ㄌㄩˇ　ㄊㄨˊ"
"履","lǔ:","","7","shoe","to tread on","履歷","lǚlì","ㄌㄩˇ　ㄌㄧˋ"
"履歷","lǚlì","","7","background (academic and work)","curriculum vitae, résumé","","","ㄌㄩˇ　ㄌㄧˋ"
"履行","lǚxíng","","7","to fulfill (one's obligations)","to carry out (a task), to implement (an agreement), to perform","","","ㄌㄩˇ　ㄒㄧㄥˊ"
"麻醉","mázuì","","7","anesthesia","(fig.) to poison (sb's mind)","","","ㄇㄚˊ　ㄗㄨㄟˋ"
"薯","shǔ","","7","variant of 薯[shu3]","","馬鈴薯","mǎlíngshǔ","ㄇㄚˇ　ㄌㄧㄥˊ　ㄕㄨˇ"
"馬鈴薯","mǎlíngshǔ","","7","potato","","","","ㄇㄚˇ　ㄌㄧㄥˊ　ㄕㄨˇ"
"伏","fú","","7","to lean over","to fall (go down), to hide (in ambush), to conceal oneself, to lie low, hottest days of summer, to submit, to concede defeat, to overcome, to subdue, volt, surname Fu","埋伏","máifú","ㄇㄞˊ　ㄈㄨˊ"
"埋伏","máifú","","7","to ambush","to lie in wait for, to lie low, ambush","","","ㄇㄞˊ　ㄈㄨˊ"
"買主","mǎizhǔ","","7","customer","","","","ㄇㄞˇ　ㄓㄨˇ"
"邁","mài","","7","to take a step","to stride","","","ㄇㄞˋ"
"邁進","màijìn","","7","to step in","to stride forward, to forge ahead","","","ㄇㄞˋ　ㄐㄧㄣˋ"
"麥子","màizi","","7","wheat","CL:株[zhu1]","","","ㄇㄞˋ　˙ㄗ"
"賣座","màizuò","","7","(of a movie, show etc) to attract large audiences","","","","ㄇㄞˋ　ㄗㄨㄛˋ"
"瞞","mán","","7","to conceal from","to keep (sb) in the dark","","","ㄇㄢˊ"
"蠻","mán","","7","barbarian","bullying, very, quite, rough, reckless","蠻橫","mánhèng","ㄇㄢˊ　ㄏㄥˋ"
"蠻橫","mánhèng","","7","rude and unreasonable","","","","ㄇㄢˊ　ㄏㄥˋ"
"滿懷","mǎnhuái","","7","to have one's heart filled with","(to collide) full on, (of farm animals) heavy with young","","","ㄇㄢˇ　ㄏㄨㄞˊ"
"漫長","màncháng","","7","very long","endless","","","ㄇㄢˋ　ㄔㄤˊ"
"蔓","mán","màn","7","turnip","Brassica campestris, creeper, to spread","蔓延","mànyán","ㄇㄢˋ　ㄧㄢˊ"
"蔓延","mànyán","","7","to extend","to spread","","","ㄇㄢˋ　ㄧㄢˊ"
"盲從","mángcóng","","7","to follow blindly","to conform slavishly, unthinking obedience","","","ㄇㄤˊ　ㄘㄨㄥˊ"
"盲人","mángrén","","7","blind person","","","","ㄇㄤˊ　ㄖㄣˊ"
"芒果","mángguǒ","","7","mango","","","","ㄇㄤˊ　ㄍㄨㄛˇ"
"茫","máng","","7","vast, with no clear boundary","fig. hazy, indistinct, unclear, confused","茫然","mángrán","ㄇㄤˊ　ㄖㄢˊ"
"茫然","mángrán","","7","blankly","vacantly, at a loss","","","ㄇㄤˊ　ㄖㄢˊ"
"毛毯","máotǎn","","7","blanket","","","","ㄇㄠˊ　ㄊㄢˇ"
"茂","mào","","7","luxuriant","(chemistry) cyclopentadiene","茂密","màomì","ㄇㄠˋ　ㄇㄧˋ"
"茂密","màomì","","7","dense (of plant growth)","lush","","","ㄇㄠˋ　ㄇㄧˋ"
"冒險","màoxiǎn","","7","to take risks","to take chances, foray, adventure","","","ㄇㄠˋ　ㄒㄧㄢˇ"
"枚","méi","","7","classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc","tree trunk, whip, wooden peg, used as a gag for marching soldiers (old), surname Mei","","","ㄇㄟˊ"
"眉","méi","","7","eyebrow","upper margin","眉毛","méimao","ㄇㄟˊ　˙ㄇㄠ"
"眉毛","méimao","","7","eyebrow","CL:根[gen1]","","","ㄇㄟˊ　˙ㄇㄠ"
"眉頭","méitóu","","7","brows","","","","ㄇㄟˊ　ㄊㄡˊ"
"媒體","méitǐ","","7","media, esp. news media","","","","ㄇㄟˊ　ㄊㄧˇ"
"每每","měiměi","","7","often","","","","ㄇㄟˇ　ㄇㄟˇ"
"美滿","měimǎn","","7","happy","blissful","","","ㄇㄟˇ　ㄇㄢˇ"
"美容院","měiróngyuàn","","7","beauty salon","lady's hair parlor","","","ㄇㄟˇ　ㄖㄨㄥˊ　ㄩㄢˋ"
"美食","měishí","","7","culinary delicacy","fine food, gourmet food","","","ㄇㄟˇ　ㄕˊ"
"美洲","měizhōu","","7","America (including North, Central and South America)","the Americas, abbr. for 亞美利加洲|亚美利加洲[Ya4 mei3 li4 jia1 Zhou1]","","","ㄇㄟˇ　ㄓㄡ"
"悶","mēn","","7","stuffy","shut indoors, to smother, to cover tightly, bored, depressed, melancholy, sealed, airtight, tightly closed","","","ㄇㄣ"
